1200, 1200, 1200
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0666, 0.0001
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
0.0333, 0.0001, 0.0666
